# form	sources	reason — refused by tools/build_lexicon.py
хасил/хасыл	kazdict	outside-alphabet:/
хат%	apertium	outside-alphabet:%
хилýәт	kazdict	outside-alphabet:ý
хил‘ат	kazdict	outside-alphabet:‘
хим.	apertium	outside-alphabet:.
хо%	apertium	outside-alphabet:%
хор%	apertium	outside-alphabet:%
хош%	apertium	outside-alphabet:%
худуд-ал%	apertium	outside-alphabet:%
хьюман%	apertium	outside-alphabet:%
цирк%	apertium	outside-alphabet:%
цифрлық%	apertium	outside-alphabet:%
ча/че	kazdict	outside-alphabet:/
чашма/чешма	kazdict	outside-alphabet:/
чейз%	apertium	outside-alphabet:%
чек%	apertium	outside-alphabet:%
чемпиондар%	apertium	outside-alphabet:%
чех%	apertium	outside-alphabet:%
чұ/чү	kazdict	outside-alphabet:/
чәнгал/чингал	kazdict	outside-alphabet:/
ш.	apertium	outside-alphabet:.
ш.%	apertium	outside-alphabet:%.
ша`ин	kazdict	outside-alphabet:`
шаýқ	kazdict	outside-alphabet:ý
шабалан	baseline,kazdict	translit-of:шабалаң
шабуыл%	apertium	outside-alphabet:%
шадi	baseline	mixed-script
шай%	apertium	outside-alphabet:%
шайнау%	apertium	outside-alphabet:%
шайып%	apertium	outside-alphabet:%
шакан	kazdict	translit-of:шақан
шакарiм	baseline	mixed-script
шакарім//шәкәрім	kazdict	outside-alphabet:/
шала%	apertium	outside-alphabet:%
шалағай%	apertium	outside-alphabet:%
шалыс%	apertium	outside-alphabet:%
шалғай%	apertium	outside-alphabet:%
шам%	apertium	outside-alphabet:%
шама%	apertium	outside-alphabet:%
шама//сама//сәме//сәмбе	kazdict	outside-alphabet:/
шамадан%	apertium	outside-alphabet:%
шамурат	kazdict	translit-of:шамұрат
шамшырак	name	translit-of:шамшырақ
шанақ%	apertium	outside-alphabet:%
шаншар-	kazdict	edge-punctuation
шап%	apertium	outside-alphabet:%
шапан-	kazdict	edge-punctuation
шар//шарқ//шырқ	kazdict	outside-alphabet:/
шарасыз%	apertium	outside-alphabet:%
шари`ат	kazdict	outside-alphabet:`
шариғат-	kazdict	edge-punctuation
шари‘ат	kazdict	outside-alphabet:‘
шаркей	baseline	translit-of:шәркей
шартты%	apertium	outside-alphabet:%
шаршаган	name	translit-of:шаршаған
шарықтау%	apertium	outside-alphabet:%
шаттык	name	translit-of:шаттық
шауашай//шаушай	kazdict	outside-alphabet:/
шауып%	apertium	outside-alphabet:%
шауһат//шаһуат	kazdict	outside-alphabet:/
шафа`атхаһ	kazdict	outside-alphabet:`
шафи‘	kazdict	outside-alphabet:‘
шахматты%	apertium	outside-alphabet:%
шахмурат	name	translit-of:шахмұрат
шашы%	apertium	outside-alphabet:%
шағи-	kazdict	edge-punctuation
шағым%	apertium	outside-alphabet:%
шағып%	apertium	outside-alphabet:%
шақша-	kazdict	edge-punctuation
шаң%	apertium	outside-alphabet:%
шаңырақ-	kazdict	edge-punctuation
шаһла`и	kazdict	outside-alphabet:`
шеберлік%	apertium	outside-alphabet:%
шегендеп%	apertium	outside-alphabet:%
шегерiм	apertium	mixed-script
шекпен-	kazdict	edge-punctuation
шектен%	apertium	outside-alphabet:%
шемекі//шемеңкі	kazdict	outside-alphabet:/
шеміршек%	apertium	outside-alphabet:%
шерик	kazdict	translit-of:шерік
шермаш//шермеш	kazdict	outside-alphabet:/
шертіп%	apertium	outside-alphabet:%
шерәлі//шерғали	kazdict	outside-alphabet:/
шет-жебірлеп//шет-шепірлеп	kazdict	outside-alphabet:/
шетел%	apertium	outside-alphabet:%
шеткі%	apertium	outside-alphabet:%
шинелісу//шиенелісу	kazdict	outside-alphabet:/
шифрді%	apertium	outside-alphabet:%
шифрын%	apertium	outside-alphabet:%
шолпьі-	kazdict	edge-punctuation
шомелей	kazdict	translit-of:шөмелей
шомшек	kazdict	translit-of:шөмшек
шомылу%	apertium	outside-alphabet:%
шонданай%	apertium	outside-alphabet:%
шотаяқпен%	apertium	outside-alphabet:%
шошақ%	apertium	outside-alphabet:%
шошқа%	apertium	outside-alphabet:%
шоғаяқ//шоқаяқ	kazdict	outside-alphabet:/
шоқпар-	kazdict	edge-punctuation
шоң-	kazdict	edge-punctuation
штаб-пәтер%	apertium	outside-alphabet:%
шу%	apertium	outside-alphabet:%
шу`ла`ан	kazdict	outside-alphabet:`
шукенов	name	translit-of:шүкенов
шуп	apertium	translit-of:шұп
шыбжық//шыбыжық	kazdict	outside-alphabet:/
шыби//шіби	kazdict	outside-alphabet:/
шылбыр-	kazdict	edge-punctuation
шылым%	apertium	outside-alphabet:%
шымшыру//шымшуыр	kazdict	outside-alphabet:/
шымылдық-	kazdict	edge-punctuation
шымқай%	apertium	outside-alphabet:%
шын%	apertium	outside-alphabet:%
шынтемир	name	translit-of:шынтемір
шыны%	apertium	outside-alphabet:%
шынына%	apertium	outside-alphabet:%
шырын%	apertium	outside-alphabet:%
шырынкул	name	translit-of:шырынкүл
шырышты%	apertium	outside-alphabet:%
шыға%	apertium	outside-alphabet:%
шығай-	kazdict	edge-punctuation
шығайдың%	apertium	outside-alphabet:%
шығармашылық%	apertium	outside-alphabet:%
шығарып%	apertium	outside-alphabet:%
шығын%	apertium	outside-alphabet:%
шығып%	apertium	outside-alphabet:%
шығыс%	apertium	outside-alphabet:%
шікідей//шікедей	kazdict	outside-alphabet:/
шілде2	kazdict	outside-alphabet:2
шірік%	apertium	outside-alphabet:%
шіріп%	apertium	outside-alphabet:%
шіңгіршік//шіңгіршек	kazdict	outside-alphabet:/
шүбалжаң//шүбалшаң	kazdict	outside-alphabet:/
шүбын//шобын	kazdict	outside-alphabet:/
шүкей//шүкейт	kazdict	outside-alphabet:/
шүлен-	kazdict	edge-punctuation
шүрек//шөрек	kazdict	outside-alphabet:/
шұбат-	kazdict	edge-punctuation
шәкірт%	apertium	outside-alphabet:%
шәлі-	kazdict	edge-punctuation
шәрбат%	apertium	outside-alphabet:%
шәршәу//шәршеу	kazdict	outside-alphabet:/
шәңгіш//шәңкіш	kazdict	outside-alphabet:/
шөгел-	kazdict	edge-punctuation
шөгіре//шөбіре	kazdict	outside-alphabet:/
шөжіңке//шөшіңке	kazdict	outside-alphabet:/
шөншік//үшеншік	kazdict	outside-alphabet:/
щаулы//шәулі	kazdict	outside-alphabet:/
ыдырап%	apertium	outside-alphabet:%
ыксан	baseline,kazdict	translit-of:ықсан
ылғал%	apertium	outside-alphabet:%
ынтық%	apertium	outside-alphabet:%
ынтық1	kazdict	outside-alphabet:1
ырым-	kazdict	edge-punctuation
ырғызбай-	kazdict	edge-punctuation
ыс%	apertium	outside-alphabet:%
ыстан//ыштан//штан//стан	kazdict	outside-alphabet:/
ыстықтап%	apertium	outside-alphabet:%
ытпию//ыттию	kazdict	outside-alphabet:/
ышқы//ішкі	kazdict	outside-alphabet:/
ышқын//шүкір	kazdict	outside-alphabet:/
ық1	kazdict	outside-alphabet:1
ықпал%	apertium	outside-alphabet:%
ықыласты%	apertium	outside-alphabet:%
эвфемизм-	kazdict	edge-punctuation
экваторлық%	apertium	outside-alphabet:%
экон.	apertium	outside-alphabet:.
экономикалық%	apertium	outside-alphabet:%
эксперимент%	apertium	outside-alphabet:%
экспромт-	kazdict	edge-punctuation
эксцедент-s	kazdict	mixed-script
электр%	apertium	outside-alphabet:%
электрондық%	apertium	outside-alphabet:%
эллипсис-	kazdict	edge-punctuation
эль%	apertium	outside-alphabet:%
эпизод-	kazdict	edge-punctuation
эпикалық%	apertium	outside-alphabet:%
эпилог-	kazdict	edge-punctuation
эпитет-	kazdict	edge-punctuation
эпопея-	kazdict	edge-punctuation
этимология-	kazdict	edge-punctuation
этникалық%	apertium	outside-alphabet:%
я%	apertium	outside-alphabet:%
янв.	apertium	outside-alphabet:.
іnтrаnет-сеть	kazdict	mixed-script
іnтеrnет-кафе	kazdict	mixed-script
іnтеrnет-провайдер	kazdict	mixed-script
ізге%	apertium	outside-alphabet:%
ізгі%	apertium	outside-alphabet:%
ізшіл%	apertium	outside-alphabet:%
ізіне%	apertium	outside-alphabet:%
ілгері%	apertium	outside-alphabet:%
ілесе%	apertium	outside-alphabet:%
ілесіп%	apertium	outside-alphabet:%
ілу-	kazdict	edge-punctuation
ілігіп%	apertium	outside-alphabet:%
ілік%	apertium	outside-alphabet:%
іліп%	apertium	outside-alphabet:%
індігеш//індікеш	kazdict	outside-alphabet:/
ірі%	apertium	outside-alphabet:%
іс%	apertium	outside-alphabet:%
іске%	apertium	outside-alphabet:%
істей%	apertium	outside-alphabet:%
істеп%	apertium	outside-alphabet:%
ісініп%	apertium	outside-alphabet:%
ісіп%	apertium	outside-alphabet:%
іш%	apertium	outside-alphabet:%
ішке%	apertium	outside-alphabet:%
ішкі%	apertium	outside-alphabet:%
іште%	apertium	outside-alphabet:%
іші%	apertium	outside-alphabet:%
ішік-	kazdict	edge-punctuation
ішіне%	apertium	outside-alphabet:%
ғ.	apertium	outside-alphabet:.
ғ.с.	apertium	outside-alphabet:.
ғ¥лам	kazdict	outside-alphabet:¥
ғаýýас	kazdict	outside-alphabet:ý
ғаýға	kazdict	outside-alphabet:ý
ғазир//ғазирату	kazdict	outside-alphabet:/
ғайни//ғайния	kazdict	outside-alphabet:/
ғайып%	apertium	outside-alphabet:%
ғайып²	kazdict	outside-alphabet:²
ғаллім-ғаллім//һілеп-һілеп	kazdict	outside-alphabet:/
ғаппар//қаффар	kazdict	outside-alphabet:/
ғара`иб	kazdict	outside-alphabet:`
ғарыш%	apertium	outside-alphabet:%
ғафу%	apertium	outside-alphabet:%
ғашық%	apertium	outside-alphabet:%
ғаяр%	apertium	outside-alphabet:%
ғәýға	kazdict	outside-alphabet:ý
қ.	apertium	outside-alphabet:.
қ¥р¥лды	kazdict	outside-alphabet:¥
қа`ил	kazdict	outside-alphabet:`
қабақ%	apertium	outside-alphabet:%
қабыл%	apertium	outside-alphabet:%
қабылдана%	apertium	outside-alphabet:%
қабылдау%	apertium	outside-alphabet:%
қабырғалық%	apertium	outside-alphabet:%
қабырғамен%	apertium	outside-alphabet:%
қабырғаның%	apertium	outside-alphabet:%
қабық%	apertium	outside-alphabet:%
қадағалап%	apertium	outside-alphabet:%
қадыр%	apertium	outside-alphabet:%
қадірлі%	apertium	outside-alphabet:%
қажет%	apertium	outside-alphabet:%
қажетіне%	apertium	outside-alphabet:%
қажы-	kazdict	edge-punctuation
қаза%	apertium	outside-alphabet:%
қазақ%	apertium	outside-alphabet:%
қазып%	apertium	outside-alphabet:%
қазіргі%	apertium	outside-alphabet:%
қайда%	apertium	outside-alphabet:%
қайдар//хайдар	kazdict	outside-alphabet:/
қайнап%	apertium	outside-alphabet:%
қайнар%	apertium	outside-alphabet:%
қайнаға-	kazdict	edge-punctuation
қайнаған%	apertium	outside-alphabet:%
қайны-	kazdict	edge-punctuation
қайта%	apertium	outside-alphabet:%
қайтыс%	apertium	outside-alphabet:%
қайынбике-	kazdict	edge-punctuation
қайыр-шиыр1	kazdict	outside-alphabet:1
қайырлы%	apertium	outside-alphabet:%
қайғы%	apertium	outside-alphabet:%
қайғысына%	apertium	outside-alphabet:%
қал`а	kazdict	outside-alphabet:`
қала%	apertium	outside-alphabet:%
қаланың%	apertium	outside-alphabet:%
қалақайға%	apertium	outside-alphabet:%
қалмақ%	apertium	outside-alphabet:%
қалпына%	apertium	outside-alphabet:%
қалыпты%	apertium	outside-alphabet:%
қалыпқа%	apertium	outside-alphabet:%
қалыңдық-	kazdict	edge-punctuation
қалыңмал-	kazdict	edge-punctuation
қалғып%	apertium	outside-alphabet:%
қам%	apertium	outside-alphabet:%
қама%	apertium	outside-alphabet:%
қамтама%	apertium	outside-alphabet:%
қамтамасыз%	apertium	outside-alphabet:%
қамшы-	kazdict	edge-punctuation
қамын%	apertium	outside-alphabet:%
қамқор%	apertium	outside-alphabet:%
қан%	apertium	outside-alphabet:%
қанат%	apertium	outside-alphabet:%
қандауыр%	apertium	outside-alphabet:%
қанды%	apertium	outside-alphabet:%
қанжыға-	kazdict	edge-punctuation
қани‘	kazdict	outside-alphabet:‘
қанмен%	apertium	outside-alphabet:%
қапсырма%	apertium	outside-alphabet:%
қаптап%	apertium	outside-alphabet:%
қар%	apertium	outside-alphabet:%
қара%	apertium	outside-alphabet:%
қарабатыр-	kazdict	edge-punctuation
қарама-қарсы%	apertium	outside-alphabet:%
қарап%	apertium	outside-alphabet:%
қарашегір-	kazdict	edge-punctuation
қарашығын-	kazdict	edge-punctuation
қарағайлы%	apertium	outside-alphabet:%
қарақалпақ%	apertium	outside-alphabet:%
қаржыға%	apertium	outside-alphabet:%
қари-	kazdict	edge-punctuation
қарлығып%	apertium	outside-alphabet:%
қарма3	kazdict	outside-alphabet:3
қармақ%	apertium	outside-alphabet:%
қарсы%	apertium	outside-alphabet:%
қарсылық%	apertium	outside-alphabet:%
қартайып%	apertium	outside-alphabet:%
қаршыға-	kazdict	edge-punctuation
қары3	kazdict	outside-alphabet:3
қарыз%	apertium	outside-alphabet:%
қарызға%	apertium	outside-alphabet:%
қарғып%	apertium	outside-alphabet:%
қарқылдап%	apertium	outside-alphabet:%
қасиетті%	apertium	outside-alphabet:%
қастық%	apertium	outside-alphabet:%
қасында%	apertium	outside-alphabet:%
қасірет%	apertium	outside-alphabet:%
қатар%	apertium	outside-alphabet:%
қатаң%	apertium	outside-alphabet:%
қате%	apertium	outside-alphabet:%
қатерлі%	apertium	outside-alphabet:%
қатты%	apertium	outside-alphabet:%
қаттырақ%	apertium	outside-alphabet:%
қатыc	apertium	mixed-script
қатып%	apertium	outside-alphabet:%
қаулы%	apertium	outside-alphabet:%
қаурампаш//қаурапаш	kazdict	outside-alphabet:/
қауіп%	apertium	outside-alphabet:%
қауіп-қатерге%	apertium	outside-alphabet:%
қауға-	kazdict	edge-punctuation
қашама-	kazdict	edge-punctuation
қашан%	apertium	outside-alphabet:%
қашып%	apertium	outside-alphabet:%
қағаз%	apertium	outside-alphabet:%
қағушы-	kazdict	edge-punctuation
қағып%	apertium	outside-alphabet:%
қағыс%	apertium	outside-alphabet:%
қақ%	apertium	outside-alphabet:%
қимылдап%	apertium	outside-alphabet:%
қисаметдин//хисаметдин	kazdict	outside-alphabet:/
қисса-	kazdict	edge-punctuation
қисық%	apertium	outside-alphabet:%
қит%	apertium	outside-alphabet:%
қитабан-	kazdict	edge-punctuation
қиысып%	apertium	outside-alphabet:%
қия-құ3	kazdict	outside-alphabet:3
қиял-	kazdict	edge-punctuation
қиянат%	apertium	outside-alphabet:%
қиғаш%	apertium	outside-alphabet:%
қобы3	kazdict	outside-alphabet:3
қоза-	kazdict	edge-punctuation
қоза3	kazdict	outside-alphabet:3
қозғалып%	apertium	outside-alphabet:%
қозғап%	apertium	outside-alphabet:%
қойып%	apertium	outside-alphabet:%
қойып//қойұп	kazdict	outside-alphabet:/
қол%	apertium	outside-alphabet:%
қола%	apertium	outside-alphabet:%
қолдан%	apertium	outside-alphabet:%
қолма-қол%	apertium	outside-alphabet:%
қолмен%	apertium	outside-alphabet:%
қолтық%	apertium	outside-alphabet:%
қолға%	apertium	outside-alphabet:%
қолөнермен%	apertium	outside-alphabet:%
қонақ%	apertium	outside-alphabet:%
қоныс%	apertium	outside-alphabet:%
қопарылғыш%	apertium	outside-alphabet:%
қор%	apertium	outside-alphabet:%
қорапқа%	apertium	outside-alphabet:%
қоршап%	apertium	outside-alphabet:%
қорытындылаушы%	apertium	outside-alphabet:%
қорған%	apertium	outside-alphabet:%
қорғап%	apertium	outside-alphabet:%
қорқыныш%	apertium	outside-alphabet:%
қорқытып%	apertium	outside-alphabet:%
қос%	apertium	outside-alphabet:%
қос-	kazdict	edge-punctuation
қоса%	apertium	outside-alphabet:%
қосалқы%	apertium	outside-alphabet:%
қосбөлмелі%	apertium	outside-alphabet:%
қосылған%	apertium	outside-alphabet:%
қосымша%	apertium	outside-alphabet:%
қосып%	apertium	outside-alphabet:%
қош%	apertium	outside-alphabet:%
қош1	kazdict	outside-alphabet:1
қошамет%	apertium	outside-alphabet:%
қоя%	apertium	outside-alphabet:%
қоян-қолтық%	apertium	outside-alphabet:%
қоғамға%	apertium	outside-alphabet:%
қоқыс%	apertium	outside-alphabet:%
қоңыр%	apertium	outside-alphabet:%
қоңырау%	apertium	outside-alphabet:%
қурап%	apertium	outside-alphabet:%
қуып%	apertium	outside-alphabet:%
қуыр1	kazdict	outside-alphabet:1
қуырылған%	apertium	outside-alphabet:%
қуыс%	apertium	outside-alphabet:%
қыз%	apertium	outside-alphabet:%
қызарып%	apertium	outside-alphabet:%
қызмет%	apertium	outside-alphabet:%
қызметтен%	apertium	outside-alphabet:%
қызу%	apertium	outside-alphabet:%
қызыл%	apertium	outside-alphabet:%
қызылкүрең%	apertium	outside-alphabet:%
қызылша%	apertium	outside-alphabet:%
қызып%	apertium	outside-alphabet:%
қызықтырып%	apertium	outside-alphabet:%
қызғыштай%	apertium	outside-alphabet:%
қылт%	apertium	outside-alphabet:%
қылыш-	kazdict	edge-punctuation
қылқан%	apertium	outside-alphabet:%
қымыз-	kazdict	edge-punctuation
қынап1	kazdict	outside-alphabet:1
қыр1	kazdict	outside-alphabet:1
қыран1	kazdict	outside-alphabet:1
қырым1	kazdict	outside-alphabet:1
қырғы1	kazdict	outside-alphabet:1
қырғыз%	apertium	outside-alphabet:%
қырқынды1	kazdict	outside-alphabet:1
қыстау-	kazdict	edge-punctuation
қысымды%	apertium	outside-alphabet:%
қысқы%	apertium	outside-alphabet:%
қысқыш%	apertium	outside-alphabet:%
қытайбўршақ	kazdict	outside-alphabet:ў
қыша%	apertium	outside-alphabet:%
қышқыл%	apertium	outside-alphabet:%
құбылған%	apertium	outside-alphabet:%
құдайға%	apertium	outside-alphabet:%
құймақ-	kazdict	edge-punctuation
құйқылжыған%	apertium	outside-alphabet:%
құл%	apertium	outside-alphabet:%
құл-	kazdict	edge-punctuation
құлабесті-	kazdict	edge-punctuation
құлап%	apertium	outside-alphabet:%
құлатып%	apertium	outside-alphabet:%
құлақ%	apertium	outside-alphabet:%
құлақты%	apertium	outside-alphabet:%
құлаққа%	apertium	outside-alphabet:%
құлшылық%	apertium	outside-alphabet:%
құма-	kazdict	edge-punctuation
құмар%	apertium	outside-alphabet:%
құнажын-	kazdict	edge-punctuation
құныкер-	kazdict	edge-punctuation
құр%	apertium	outside-alphabet:%
құрамда%	apertium	outside-alphabet:%
құрамын%	apertium	outside-alphabet:%
құрамында%	apertium	outside-alphabet:%
құрбан%	apertium	outside-alphabet:%
құрмет%	apertium	outside-alphabet:%
құрсақ%	apertium	outside-alphabet:%
құрсақтың%	apertium	outside-alphabet:%
құртақандай%	apertium	outside-alphabet:%
құрып%	apertium	outside-alphabet:%
құс%	apertium	outside-alphabet:%
құтымсы3	kazdict	outside-alphabet:3
құтқарғыш%	apertium	outside-alphabet:%
құшақтап%	apertium	outside-alphabet:%
құшыр-	kazdict	edge-punctuation
құю%	apertium	outside-alphabet:%
үде//үдде	kazdict	outside-alphabet:/
үздік%	apertium	outside-alphabet:%
үзеңгі-	kazdict	edge-punctuation
үзіліп%	apertium	outside-alphabet:%
үзіп%	apertium	outside-alphabet:%
үй%	apertium	outside-alphabet:%
үйге%	apertium	outside-alphabet:%
үйездеу-	kazdict	edge-punctuation
үйлену%	apertium	outside-alphabet:%
үйретіп%	apertium	outside-alphabet:%
үйірмен%	apertium	outside-alphabet:%
үкі-	kazdict	edge-punctuation
үлес%	apertium	outside-alphabet:%
үлестіріп%	apertium	outside-alphabet:%
үн%	apertium	outside-alphabet:%
үндемей%	apertium	outside-alphabet:%
үнсіз%	apertium	outside-alphabet:%
үр//һүр//хор	kazdict	outside-alphabet:/
үстем%	apertium	outside-alphabet:%
үстінен%	apertium	outside-alphabet:%
үсік%	apertium	outside-alphabet:%
үш%	apertium	outside-alphabet:%
үңіле%	apertium	outside-alphabet:%
ұзап%	apertium	outside-alphabet:%
ұзақ%	apertium	outside-alphabet:%
ұзақмерзімді%	apertium	outside-alphabet:%
ұзын%	apertium	outside-alphabet:%
ұйықтап%	apertium	outside-alphabet:%
ұйқта//ұйықта	kazdict	outside-alphabet:/
ұйқы%	apertium	outside-alphabet:%
ұлт%	apertium	outside-alphabet:%
ұлы%	apertium	outside-alphabet:%
ұлықтық%	apertium	outside-alphabet:%
ұнтақ%	apertium	outside-alphabet:%
ұран-	kazdict	edge-punctuation
ұранқай-	kazdict	edge-punctuation
ұрлап%	apertium	outside-alphabet:%
ұршықтық%	apertium	outside-alphabet:%
ұрып%	apertium	outside-alphabet:%
ұста%	apertium	outside-alphabet:%
ұстап%	apertium	outside-alphabet:%
ұстаса%	apertium	outside-alphabet:%
ұстасып%	apertium	outside-alphabet:%
ұсынe	apertium	mixed-script
ұсыныс%	apertium	outside-alphabet:%
ұтып%	apertium	outside-alphabet:%
ұшу-отырыс%	apertium	outside-alphabet:%
ұшып%	apertium	outside-alphabet:%
ұшырып%	apertium	outside-alphabet:%
ұялы%	apertium	outside-alphabet:%
ұятты%	apertium	outside-alphabet:%
ұятқа%	apertium	outside-alphabet:%
ұқсас%	apertium	outside-alphabet:%
һуýа	kazdict	outside-alphabet:ý
һәýа	kazdict	outside-alphabet:ý
һәргез/һәркез	kazdict	outside-alphabet:/
әбiшев	apertium	mixed-script
әбден%	apertium	outside-alphabet:%
әбүйір//әбиүр	kazdict	outside-alphabet:/
әгәшшл//әгешшл	kazdict	outside-alphabet:/
әдемі%	apertium	outside-alphabet:%
әдет-ұрып//әдет-үріп	kazdict	outside-alphabet:/
әдеттегі%	apertium	outside-alphabet:%
әжі2	kazdict	outside-alphabet:2
әжәт//әжет	kazdict	outside-alphabet:/
әзіл%	apertium	outside-alphabet:%
әзіл-	kazdict	edge-punctuation
әзір%	apertium	outside-alphabet:%
әйбат//әйбәт	kazdict	outside-alphabet:/
әйел%	apertium	outside-alphabet:%
әйелдік%	apertium	outside-alphabet:%
әййем//әйем	kazdict	outside-alphabet:/
әйткенмен//әйткенменен	kazdict	outside-alphabet:/
әйтсе%	apertium	outside-alphabet:%
әке%	apertium	outside-alphabet:%
әке//әке-ау	kazdict	outside-alphabet:/
әкеліп%	apertium	outside-alphabet:%
әкке//әккі	kazdict	outside-alphabet:/
әкімқан%	apertium	outside-alphabet:%
әл-уида‘	kazdict	outside-alphabet:‘
әл-қари‘ат	kazdict	outside-alphabet:‘
әлей//алай	kazdict	outside-alphabet:/
әлем%	apertium	outside-alphabet:%
әлме-һәл//әлме-әл	kazdict	outside-alphabet:/
әлуөләнг//тәппәзи	kazdict	outside-alphabet:/
әлі%	apertium	outside-alphabet:%
әм//ам	kazdict	outside-alphabet:/
әмата//әмдайы	kazdict	outside-alphabet:/
әмпай//әмпәй	kazdict	outside-alphabet:/
әмір%	apertium	outside-alphabet:%
әмір//әмірә	kazdict	outside-alphabet:/
әмәже//әммама	kazdict	outside-alphabet:/
ән%	apertium	outside-alphabet:%
ән-	kazdict	edge-punctuation
әнжімә//әнжіме	kazdict	outside-alphabet:/
әнші%	apertium	outside-alphabet:%
әпкеш/апкеш	kazdict	outside-alphabet:/
әр%	apertium	outside-alphabet:%
әребек//арабек	kazdict	outside-alphabet:/
әрекет%	apertium	outside-alphabet:%
әрекеттеніп%	apertium	outside-alphabet:%
әрең%	apertium	outside-alphabet:%
әсеки//әсекі	kazdict	outside-alphabet:/
әсер%	apertium	outside-alphabet:%
әскери%	apertium	outside-alphabet:%
әскери-теңіз%	apertium	outside-alphabet:%
әскері//әскер	kazdict	outside-alphabet:/
әсірелеу-	kazdict	edge-punctuation
әтеуер//әтуйер	kazdict	outside-alphabet:/
әтешкі//әтішкі	kazdict	outside-alphabet:/
әттегенай//әттең	kazdict	outside-alphabet:/
әтчі-тұщы//әтчімә-түщі	kazdict	outside-alphabet:/
әтчі//әтші	kazdict	outside-alphabet:/
әтішкір//әтішкүр	kazdict	outside-alphabet:/
әтішқұты//әтішзат	kazdict	outside-alphabet:/
әуе%	apertium	outside-alphabet:%
әукей//әукейі	kazdict	outside-alphabet:/
әулие%	apertium	outside-alphabet:%
әуре-сәрсең//әуре-сарсаң	kazdict	outside-alphabet:/
әше//әші	kazdict	outside-alphabet:/
әшкел-дәшкел//әшкел-тәшкел	kazdict	outside-alphabet:/
әң//өң	kazdict	outside-alphabet:/
әңкүш//әңгіш	kazdict	outside-alphabet:/
өгей%	apertium	outside-alphabet:%
өзара%	apertium	outside-alphabet:%
өзбек%	apertium	outside-alphabet:%
өздігінен%	apertium	outside-alphabet:%
өзен%	apertium	outside-alphabet:%
өзі%	apertium	outside-alphabet:%
өзін-өзі%	apertium	outside-alphabet:%
өкше%	apertium	outside-alphabet:%
өкінішке%	apertium	outside-alphabet:%
өлгеннен%	apertium	outside-alphabet:%
өлке%	apertium	outside-alphabet:%
өлшем%	apertium	outside-alphabet:%
өлшеуіш%	apertium	outside-alphabet:%
өлі%	apertium	outside-alphabet:%
өлім%	apertium	outside-alphabet:%
өлімші%	apertium	outside-alphabet:%
өліп%	apertium	outside-alphabet:%
өм//үм	kazdict	outside-alphabet:/
өмір%	apertium	outside-alphabet:%
өмірдің%	apertium	outside-alphabet:%
өмір–керуен	kazdict	outside-alphabet:–
өндіріп%	apertium	outside-alphabet:%
өнер%	apertium	outside-alphabet:%
өнім%	apertium	outside-alphabet:%
өре-	kazdict	edge-punctuation
өрелеу-	kazdict	edge-punctuation
өрмек%	apertium	outside-alphabet:%
өрмекші%	apertium	outside-alphabet:%
өрмелеп%	apertium	outside-alphabet:%
өрт%	apertium	outside-alphabet:%
өртеніп%	apertium	outside-alphabet:%
өртеп%	apertium	outside-alphabet:%
өртке%	apertium	outside-alphabet:%
өріп%	apertium	outside-alphabet:%
өріс%	apertium	outside-alphabet:%
өсек%	apertium	outside-alphabet:%
өсімдік-	kazdict	edge-punctuation
өт%	apertium	outside-alphabet:%
өте%	apertium	outside-alphabet:%
өтемағамбет//өтемұхамбет	kazdict	outside-alphabet:/
өткен%	apertium	outside-alphabet:%
өткізушілік%	apertium	outside-alphabet:%
өткізіп%	apertium	outside-alphabet:%
өтініш%	apertium	outside-alphabet:%
өтіп%	apertium	outside-alphabet:%
өшіріп%	apertium	outside-alphabet:%
өң%	apertium	outside-alphabet:%
№	apertium	outside-alphabet:№
