# form	track	verbal-weight	nominal-weight — tools/tracks.py
# for entries with no part of speech. An entry not listed here keeps
# both tracks, because the books do not say which one it is on.
макулатура	n	0	2
малаика	n	0	2
малайя	n	0	2
малдан	v	337	2
малдану	n	0	5
малдыр	v	31	5
малжаңдат	v	5	0
малик	v	7	2
малика	n	0	2
малтау	n	2	3
малтыт	v	7	0
малтық	v	41	0
малтықтыр	v	7	0
малу	n	0	6
малул	n	0	3
малшын	v	331	37
малшындыр	v	10	2
малшынт	v	2	0
малы	n	0	530
малымыз	v	113	72
малын	v	774	49
малындыр	v	43	0
малынт	v	14	0
малға	n	0	3
малғыз	v	5	0
мамала	v	8	0
маманай	n	0	5
мамандандырылу	n	0	6
мамандар	n	117	754
мамандары	n	0	187
мамандықтар	n	16	85
мамы	n	0	3
мамырла	v	51	4
мамырлас	v	4	0
мамырлат	v	13	0
манарбек	n	0	10
манауран	v	2	0
манаурас	v	2	0
манаурат	v	8	0
манашы	n	0	27
манды	v	27	15
мандырт	v	2	0
мандыт	v	46	0
манеж	n	0	15
манжет	n	3	5
мани	n	2	6
манипуляция	n	0	11
манипуляциялау	n	0	7
манихеизм	n	2	4
манихейшілдік	n	0	2
манкер	n	0	2
мансарда	n	0	11
мансух	v	2	0
мансұқтал	v	18	0
мансұқтау	n	0	16
мантилья	v	2	0
манты	n	2	8
маньеризм	n	0	2
марапаттау	n	11	51
маргинал	n	11	24
маргиналдық	n	0	2
мардымсу	n	0	4
маренго	n	0	2
марид	n	0	3
маркер	n	3	10
маркиза	n	0	3
маркитант	n	0	4
маркшейдер	n	0	2
марсельеза	n	3	27
март	n	25	200
мартық	v	2	0
мархум	n	0	2
марғ	v	5	2
марға	v	194	0
марқаба	n	0	2
марқаю	n	3	12
масаңдану	n	0	4
масдар	n	0	4
масих	n	0	2
маска	n	31	84
маскировка	n	0	2
маскүнемд	v	61	11
маслихат	n	9	19
масондар	n	2	7
мастану	n	3	8
мастерлік	n	0	10
масқаралау	n	5	44
матай	n	35	149
матап	v	4	0
математикаландыру	n	0	4
материалдар	n	274	780
маужырау	n	0	3
маулана	n	0	3
маусымын	n	0	121
махал	n	2	15
махбұб	n	0	2
махз	v	2	0
махмут	n	0	5
махрам	n	2	10
махшар	n	2	103
машақ	v	45	0
машақаттану	n	0	4
машинасы	n	0	301
машриқ	n	0	21
машықтандыру	n	0	3
маэ	n	2	4
маялау	n	0	3
мағ	n	4	10
маған	n	0	14
мағар	v	2	0
мағара	n	0	6
мағдыр	n	0	2
мағлұмда	v	17	0
мағлұмдан	v	8	0
мағраж	n	0	2
мағрип	n	0	6
мағрифат	n	4	21
мағрып	n	0	2
мағшар	n	0	2
мағынадағы	v	2	0
мағыналан	v	8	0
мағыналандыр	v	12	0
мағыналандыру	n	0	3
мағынасы	n	0	254
мағынасыздан	v	6	0
мағынасын	n	0	540
мағқұл	n	0	2
мағұр	v	18	0
мағұрлан	v	8	0
мақ	n	27	1395
мақалда	v	12	2
мақалдат	v	10	0
мақалдау	n	0	2
мақамдат	v	2	0
мақаулан	v	2	0
мақлұқ	n	3	36
мақлұқат	n	0	27
мақпуз	n	0	2
мақсаткер	n	0	13
мақсаттан	v	4	0
мақсаттар	n	153	678
мақсаттары	n	0	120
мақсаттарын	n	0	19
мақсаты	n	0	605
мақсатын	n	2	552
мақсот	n	0	5
мақтал	v	134	82
мақталу	n	0	9
мақтана	v	187	11
мақтандыр	v	22	0
мақтану	n	34	171
мақтаным	v	4	0
мақтаныс	v	15	0
мақтасу	n	0	2
мақтат	v	26	0
мақтату	n	0	4
мақтағаны	n	0	7
мақшар	n	0	83
мақы	n	0	4
мақұлдан	v	112	0
мақұлдану	n	0	4
мақұлдас	v	134	2
мақұлдат	v	36	0
мақұлдату	n	0	2
мақұлық	n	81	396
маңайлау	n	0	7
маңыздылығы	n	0	67
маңызсы	v	2	0
маңызы	n	0	99
маңызын	n	0	10
маңырау	n	2	13
маңғаздану	v	2	0
маһир	n	0	2
мд	v	62	19
мде	v	17	0
мдер	n	0	40
мдері	n	0	2
медеткер	n	0	14
медиа	n	0	16
медикамент	n	0	10
медитация	n	0	23
медсанбат	n	0	16
межелену	n	0	2
мезг	v	1209	0
мейл	n	0	1220
мейрамдау	n	3	5
мейрамханасы	n	0	8
мейрамын	n	0	56
мейстерзингер	n	0	8
мейіржан	n	0	2
мейірлендіру	n	0	2
мек	n	77	280
мекайыл	n	0	5
мекайіл	n	0	6
мекемелер	n	85	625
мекемелерін	n	0	67
мекемесін	n	0	84
мекендену	v	2	0
мекендер	n	73	398
мекендерд	n	0	73
мекендеу	n	0	30
мекені	n	0	127
мектептер	n	100	757
мектептерд	n	0	100
меланхолик	n	0	4
мелиорация	n	0	6
мелос	n	2	8
мемлекеттер	n	111	770
мемуар	n	3	74
мендегі	n	0	27
менменсу	n	2	8
менсінбеу	n	11	41
менш	v	6	3
меншіктегі	n	0	5
меншіктелу	n	0	5
меншіктену	n	0	16
меншіктік	n	0	3
меншіл	n	0	6
меньшевик	n	2	35
менің	n	6	14
мердігерлер	n	0	3
мерекелеу	n	0	17
мерз	n	0	405
мерзімдері	n	0	5
мерзімі	n	0	71
мерзімін	n	0	86
мертігу	n	2	9
мертіктіру	n	0	2
метаморфоза	n	3	32
метафизика	n	15	432
метафоралану	n	0	2
метафоралар	n	24	63
метис	n	2	16
мешеуле	v	2	0
меңгерген	n	0	80
меңгере	v	82	2
меңгерту	n	0	2
меңгеруш	n	0	104
меңгерушісі	n	0	70
меңгеруі	n	0	13
меңгерілу	n	0	14
меңдеу	n	0	3
меңзел	v	57	0
меһман	n	0	10
меһрибан	n	6	12
миксер	n	0	2
миллат	n	0	2
мимесис	n	7	18
мимика	n	5	29
мимикрия	n	0	2
минарет	n	0	7
минер	v	2	0
министрл	v	235	0
министрлігі	n	0	206
министрліктер	n	3	54
министрліктері	n	0	6
министрі	n	0	138
миннат	n	0	2
миоцен	n	0	2
мирасқор	n	3	89
мирта	n	0	5
миск	v	8	2
мискин	n	0	2
мистика	n	2	243
митрополит	n	2	4
митың	n	0	5
миуа	n	16	101
михна	v	4	0
михраб	n	3	38
мишна	n	0	8
мияу	n	0	4
миғүла	n	0	2
миқдар	n	0	2
мнемоника	n	0	15
могул	n	0	2
мода	n	3	170
модальдылық	n	2	3
модернизациялау	n	0	8
модификация	n	2	22
мозайка	n	0	2
моизм	n	0	2
мойыма	v	91	2
мойымау	n	0	8
мойындалу	n	0	61
мойындату	n	0	47
мойынсыну	n	3	11
мойынсұну	n	26	99
молайту	n	9	96
молаю	n	0	26
молдабай	n	3	18
молдығы	n	0	60
моллюск	n	0	5
моллюска	n	0	6
молығу	n	0	6
молықтыру	n	0	9
моль	v	32	2
монада	n	0	30
монашка	n	0	2
моно	n	0	2
монометр	n	0	4
монополизациялау	n	0	2
монополияла	v	4	0
монополияландыру	n	0	6
монотон	v	4	2
монотонды	n	0	2
монтансу	n	0	2
монтанысу	n	0	2
монтанысы	v	2	0
монтер	n	0	3
монғол	n	6	195
моралист	v	12	2
морг	n	0	10
морена	n	0	4
мотивация	n	0	22
мохирдар	n	0	3
мошқау	n	0	2
моғол	n	3	52
мс	v	8	2
муазин	n	0	2
муддат	n	0	3
музыкашылар	n	0	3
мулат	n	0	3
мулк	v	5	0
мулла	n	0	6
мультимедиа	n	0	2
мультимиллионер	n	0	2
мум	v	3	0
мумин	n	0	6
мунади	n	0	3
мунис	n	0	6
мурид	n	0	5
мурууат	n	0	2
муса	n	0	7
мусулман	n	0	2
мутазилиттер	n	2	7
муфлон	n	0	3
муфта	n	0	2
муфтий	n	0	2
муфтият	v	2	0
мухаррам	n	0	2
мухтар	v	12	0
мушкетер	n	0	5
мыжу	n	0	2
мыжыл	v	77	0
мыжырай	v	160	4
мыжырайт	v	3	0
мыжғыла	v	11	0
мыжғылан	v	8	0
мызғыма	v	31	0
мызғыт	v	8	0
мылжалан	v	36	0
мылжалау	n	0	2
мылжыңдас	v	46	3
мылжыңдасу	n	0	4
мылқаулан	v	2	0
мыналар	n	315	579
мынан	n	0	1202
мынау	n	52	253
мыржи	v	6	0
мырзасы	n	3	57
мырзасын	v	10	0
мырзеке	n	0	2
мырсылда	v	9	0
мырсылдас	v	4	0
мырш	n	2	8
мырыштал	v	2	0
мысын	n	0	2
мысқылда	v	67	0
мысқылдас	v	2	0
мысқылдау	n	0	6
мыту	n	0	3
мытыл	v	6	0
мығымда	v	3	0
мығымдан	v	3	0
мығымсы	v	2	0
мығымсын	v	3	0
мықтал	v	7	0
мықтан	v	9	0
мықтат	v	5	0
мықтымсы	v	2	0
мықтысын	v	23	0
мықшит	v	8	0
мықшыңда	v	2	0
мықшыңдат	v	2	0
мықырай	v	10	0
мыңғыр	v	272	2
мыңғыра	v	12	0
мыңғырт	v	41	0
мыңқ	v	4	0
мыңқылдат	v	3	0
мят	n	0	7
міллет	n	0	3
мінбар	n	0	15
мінбеле	v	7	2
мінбелет	v	3	0
мінгесу	n	0	11
мінгіздір	v	4	0
мінгізу	n	6	40
мінгізіл	v	8	0
мінде	v	842	97
міндес	n	0	2
міндетсін	v	20	0
міндеттелу	n	0	5
міндеттелін	v	7	0
міндеттемелер	n	29	60
міндеттемелері	n	0	7
міндеттемесі	n	0	5
міндеттендір	v	3	0
міндеттер	n	256	566
міндеттері	n	0	166
міндеттерін	n	0	6
міндеттеу	n	9	33
міндеті	n	0	100
міндетін	n	0	24
міндір	v	81	2
мінездел	v	9	0
мінездемелерін	n	0	3
мінездеу	n	0	15
мінезсіздік	n	0	5
мінезін	n	0	142
мінел	v	8	2
мінес	v	5	0
мінеу	n	8	50
мінтел	v	3	0
мініл	v	51	0
міреу	n	35	136
мірғазап	n	0	3
міңгірлес	v	2	0
міңгірлеу	n	0	8
мүгедекте	v	2	0
мүгедектер	n	15	52
мүгедектерд	n	0	15
мүд	n	0	315
мүддат	n	0	2
мүддел	n	161	246
мүдделер	n	102	454
мүддесі	n	0	177
мүддесін	n	0	14
мүдірмес	n	0	63
мүдірт	v	28	0
мүдірту	n	0	2
мүдіру	n	0	2
мүжу	n	3	23
мүжілу	n	0	11
мүжіт	v	2	0
мүжәз	n	0	2
мүйіздел	v	2	0
мүйізден	v	25	0
мүйіздерін	n	0	2
мүйіздес	v	10	0
мүйізі	n	0	89
мүйізін	n	0	15
мүкаммал	v	3	2
мүктен	v	7	0
мүкәммал	n	5	25
мүкәрам	n	2	4
мүл	n	2	1622
мүлгіп	v	3	0
мүлгіс	v	2	0
мүлгіт	v	18	2
мүлкі	n	0	165
мүләй	n	2	178
мүләйімсу	n	0	2
мүмин	n	4	15
мүмк	n	0	4
мүмкіндігі	n	0	212
мүмкіндігін	n	0	36
мүмкіндіктер	n	145	440
мүмкіндіктері	n	0	128
мүмкіндіктерін	n	0	6
мүн	n	5	55
мүрдехана	n	0	5
мүрид	n	3	42
мүсей	n	0	6
мүслім	v	22	4
мүсрепов	n	0	14
мүсінде	v	96	2
мүсіндел	v	45	0
мүсінделу	n	0	8
мүсінден	v	5	0
мүсіндеу	n	2	21
мүсіркес	v	2	0
мүфти	n	11	72
мүшелен	v	23	0
мүшелену	n	2	16
мүшелері	n	0	561
мүшелерін	n	0	41
мүшелеу	n	0	8
мүшк	v	484	5
мүшкілден	v	6	0
мүшірік	n	2	15
мүңкі	v	117	0
мүңкір	n	3	7
мүңкіт	v	18	0
мүңсі	v	2	0
мұздатылу	n	0	2
мұздау	n	0	2
мұн	n	560	5313
мұна	v	12	2
мұнарла	v	8	0
мұнарлан	v	237	0
мұнарлат	v	6	0
мұнафиқ	n	2	26
мұндала	v	17	0
мұндағ	n	0	945
мұның	v	161	39
мұражайлар	n	8	45
мұрала	v	12	0
мұралан	v	33	0
мұралану	n	0	10
мұраларын	n	0	36
мұрасы	n	0	202
мұраға	v	39	0
мұрны	n	0	353
мұрсейіт	n	0	2
мұрттан	v	4	0
мұрты	n	0	170
мұсай	v	7	0
мұсанниф	n	0	2
мұсатыр	n	0	2
мұстапа	n	0	39
мұсылмандандыр	v	6	0
мұсылмандандыру	n	0	2
мұт	v	3	0
мұхажир	n	0	2
мұхтасар	n	0	2
мұшта	v	5	0
мұшфақ	n	0	2
мұғалімдерін	n	0	2
мұғжизат	n	0	2
мұғұл	n	0	2
мұқалу	n	0	6
мұқату	n	11	58
мұқиятта	v	9	0
мұқтаждан	v	4	0
мұңайт	v	150	4
мұңайту	n	0	2
мұңаю	n	7	28
мұңдандыр	v	3	0
мұңдант	v	5	0
мұңдану	n	0	12
мұңдасу	n	0	12
мұңдат	v	2	0
мұңдау	n	0	3
мұңлан	v	3	0
мұңландыр	v	2	0
мәдениеті	n	0	571
мәдениетін	n	0	138
мәденилену	n	0	2
мәж	n	4	6
мәжбүрлену	n	0	3
мәжбүрлеу	n	18	104
мәжілісмен	n	0	2
мәжүж	v	2	0
мәй	n	10	16
мәймөңкелет	v	4	0
мәймөңкелеу	n	3	5
мәкір	v	8	2
мәлікзада	n	0	2
мәлімдеге	n	0	8
мәлімдеу	n	14	76
мәліметтер	n	253	615
мәләмат	n	0	2
мәметова	n	0	8
мәмілелер	n	4	12
мәнд	n	56	610
мәне	n	0	3
мәнерлерін	n	0	3
мәнерлеу	n	0	15
мәнері	n	0	107
мәнзар	n	2	6
мәнзил	n	0	2
мәнін	n	0	678
мәнісін	n	0	258
мәрд	n	0	10
мәртебелері	n	0	3
мәртебесі	n	0	73
мәртебесін	n	0	15
мәселелер	n	514	1431
мәселелерд	n	0	514
мәселелері	n	0	285
мәселелерін	n	0	87
мәселес	n	0	738
мәселесі	n	0	390
мәсжид	n	0	28
мәслихаттасу	n	0	2
мәслихатын	n	0	13
мәснауи	n	0	2
мәт	n	3	39
мәтбұғат	n	0	4
мәтелдер	n	38	147
мәтелдет	v	3	0
мәтінді	n	0	2
мәтіні	n	0	130
мәуелен	v	9	0
мәуелет	v	6	0
мәула	n	0	2
мәуріт	n	0	16
мәшине	n	33	218
мәшһүр	n	8	62
мәшһүрлен	v	6	0
мәшһүрлену	n	0	2
мәңгүрттену	n	0	2
мө	n	2	390
мөлдіреу	n	0	6
мөлтеңдеу	n	0	2
мөлшерлеу	n	0	18
мөлшері	n	0	181
мөлшерін	n	0	166
мөңку	n	0	3
мөңіреу	n	0	8
набуд	v	2	0
нагель	n	0	5
наговор	n	0	2
наградта	v	26	0
наградтал	v	145	2
наградталу	n	0	7
наградтау	n	0	8
нада	n	0	21
надим	n	0	3
назаландыр	v	6	0
назалану	n	2	11
назарын	n	0	128
наздану	n	0	6
назир	n	0	2
назира	n	0	10
назнин	n	0	4
назырқан	v	7	0
найзала	v	33	2
найзалан	v	4	0
найзалас	v	99	2
найзаластыр	v	2	0
найзаласу	n	2	10
найзалат	v	7	0
найманбайұлы	n	0	3
найқалт	v	6	0
накат	n	0	2
налан	n	0	57
налаш	n	0	4
налу	n	3	30
налын	v	17	2
намарт	n	0	11
намахрам	n	2	9
намдар	n	0	4
наме	n	2	66
намыстану	n	0	5
намыстанып	v	3	0
намысын	n	0	8
нанай	n	0	2
нанар	n	0	27
нанбай	v	69	13
нанбас	n	0	11
нандыру	n	0	20
нано	n	0	6
нану	n	3	23
наныс	v	2	0
наразылан	v	2	0
нарцисс	n	0	2
нары	n	0	25
нарқын	n	0	4
насаттан	v	91	0
насаттану	n	0	2
насеком	n	0	6
насибат	n	0	2
насим	n	2	6
насир	n	0	2
насих	v	94	0
насихаттайтын	n	0	7
насихаттал	v	82	0
насихатталу	n	0	26
настя	n	0	20
натауан	n	0	2
натуралист	v	10	0
наупіл	n	0	4
наурызбай	n	47	135
наушеруан	n	0	4
науқастану	n	0	10
науқастар	n	33	66
нафс	v	2	0
нафталин	n	0	4
нахис	n	0	2
нахош	v	2	0
нахуд	n	0	2
наша	n	5	24
нашарлат	v	55	0
нашарлату	n	0	7
нашарсын	v	4	0
нағашылат	v	4	0
нағра	n	2	7
нағыра	v	4	0
нақас	n	0	2
нақлия	n	0	2
нақтыландыр	v	2	0
нақтылану	n	0	31
нақтыланған	n	0	4
нақтылаған	n	0	8
нақтылығы	n	0	54
нақылда	n	0	2
нақыштат	v	6	0
наһал	n	0	4
нг	n	3	5
нген	n	0	58
нд	v	53	23
нде	v	17	5
ндег	n	0	20
ндет	n	3	25
ндетт	v	19	0
ндеттер	n	0	6
неге	n	5	38
негес	n	0	28
негіздей	v	85	0
негіздейтін	n	0	2
негізделген	n	2	39
негізделе	v	204	0
негізделу	n	6	127
негіздемелер	n	4	38
негіздемелерін	n	0	2
негіздемесі	n	0	6
негіздемесін	n	0	3
негіздер	n	81	480
негіздерін	n	0	43
негізділігі	n	0	7
негізділігін	n	0	2
негізін	n	0	838
нед	n	9	29
неде	v	13	0
нейрофизиология	n	0	2
некеле	v	33	3
некелену	n	2	10
некелесу	n	10	79
некелет	v	5	0
некелеу	n	0	2
некк	v	3	0
некрополь	n	0	5
неміз	v	19	6
немістер	n	78	353
нен	n	3	1426
нендей	n	0	4
нео	v	11	0
неоген	n	0	2
неоготика	n	0	2
несиелендір	v	4	0
несиелеу	n	0	2
несі	n	0	198
несібелді	n	0	2
нету	n	0	5
неше	n	153	282
неғып	v	15	0
нигар	n	0	6
нида	n	0	5
ниеттегі	n	0	4
ниеттену	n	0	20
нирвана	n	2	24
нишан	n	0	3
ниһаят	n	0	16
нобайла	v	37	2
нобайлан	v	40	0
нобайлану	n	0	2
нобайлау	n	0	8
новелла	n	5	94
нок	n	0	4
номинал	v	18	6
нормалан	v	20	0
нормалану	n	0	5
нормалар	n	82	278
нормаль	v	2	0
нормасы	n	0	37
нормасын	n	0	9
нормативт	n	12	49
нормативтері	n	0	2
нотация	n	0	2
ноумен	n	2	5
нош	v	29	0
ноқат	n	22	140
ноқаттан	v	5	0
ноқталан	v	20	0
ноқталат	v	2	0
ноқталау	n	0	8
нужуан	n	0	2
нулан	v	2	0
нун	v	4	2
нурсултан	v	5	0
нш	n	5	99
нысанала	v	3	0
нысаналар	n	12	35
нысанасы	n	0	14
нысандар	n	47	188
нысандары	n	0	61
нысандарын	n	0	12
нысаны	n	0	48
нысанын	n	0	24
нығайтыл	v	63	0
нығайтылу	n	0	5
нығарла	v	13	0
нығарлан	v	6	0
нығыздал	v	57	0
нығыздалу	n	0	2
нығыздан	v	30	0
